7.918036317278165370e-06,2.317351754754781723e-05,4.052146323374472558e-05,8.302147762151435018e-06,8.669474482303485274e-06,1.422562781954184175e-04,7.655412424355745316e-03,2.141244942322373390e-03,2.661666646599769592e-02,6.757156370440497994e-05,4.560371935367584229e-01,8.457648800686001778e-05,3.338375827297568321e-04,7.315144757740199566e-04,4.410776600707322359e-04,3.448115587234497070e-01,1.201186850666999817e-01,3.855612501502037048e-02,3.198567355866543949e-05,5.492889613378793001e-05,1.010753385344287381e-05,3.114176797680556774e-05,3.065589116886258125e-04,1.735591446049511433e-03,3.221857468815869652e-06,4.506005168991578103e-08,2.548170243699132698e-07
9.510138188488781452e-04,2.466966907377354801e-05,2.011132522738989792e-07,3.027456159543362446e-06,1.567279468872584403e-06,3.926899807993322611e-05,1.135415863245725632e-02,2.027125796303153038e-03,8.793679066002368927e-03,1.590866304468363523e-04,9.396403431892395020e-01,4.986880594515241683e-05,6.773654022254049778e-04,2.050042967312037945e-04,1.446140086045488715e-04,1.637522876262664795e-02,1.136002319981344044e-04,1.182939740829169750e-03,4.439223630470223725e-05,1.819506287574768066e-03,4.475572859519161284e-05,2.202569739893078804e-04,1.549839694052934647e-02,6.282863323576748371e-04,1.769846448951284401e-06,8.239855908698245912e-09,3.576991858267319913e-08
4.080754879396408796e-04,2.180853160098195076e-03,2.764966120594181120e-05,1.402609723299974576e-05,1.551091991132125258e-04,5.156393308425322175e-05,4.229375720024108887e-01,1.327474229037761688e-02,1.151366606354713440e-01,5.814091302454471588e-03,3.078646063804626465e-01,3.183642111252993345e-04,1.646048272959887981e-03,5.987864569760859013e-04,6.796437664888799191e-04,1.076387092471122742e-01,6.547105964273214340e-03,7.610633037984371185e-03,2.391279704170301557e-04,7.333089160965755582e-05,8.354146266356110573e-04,4.069649439770728350e-04,2.528226235881447792e-03,2.037331461906433105e-03,6.048898794688284397e-04,3.488746926905150758e-07,3.701392561197280884e-04
1.827055530156940222e-05,2.658412978053092957e-02,9.629223495721817017e-05,1.408800017088651657e-06,3.223608655389398336e-05,1.622585463337600231e-03,1.940880529582500458e-02,4.020981141366064548e-04,5.399017594754695892e-03,2.991250902414321899e-02,1.589027792215347290e-01,7.772324170218780637e-05,3.476349636912345886e-03,6.248424202203750610e-02,5.173784447833895683e-04,8.386436849832534790e-02,9.866023063659667969e-02,1.180504113435745239e-01,2.027016598731279373e-04,9.004500461742281914e-04,4.167675506323575974e-03,1.663722796365618706e-03,3.735438287258148193e-01,9.754402562975883484e-03,2.520189736969769001e-04,3.065140390390297398e-06,1.344556835647381376e-06
7.794623379595577717e-04,5.053903535008430481e-02,1.759967068210244179e-03,4.112612441531382501e-05,1.262798177776858211e-04,7.532233372330665588e-03,2.920196950435638428e-02,1.032686326652765274e-03,1.834392920136451721e-02,1.915895147249102592e-03,1.925960779190063477e-01,6.525561329908668995e-04,4.968281369656324387e-03,2.004439197480678558e-02,1.855319831520318985e-03,3.785866796970367432e-01,4.962254315614700317e-02,2.821815758943557739e-02,5.211363313719630241e-04,1.784401829354465008e-03,6.505351513624191284e-03,8.687610737979412079e-03,1.924311220645904541e-01,1.441406668163836002e-03,7.541565573774278164e-04,2.385710649832617491e-05,3.434620884945616126e-05
6.800289265811443329e-04,6.335148215293884277e-02,9.206755086779594421e-03,2.425111051707062870e-05,7.386819925159215927e-05,9.402598254382610321e-03,3.132049739360809326e-02,3.936623397748917341e-04,1.758705824613571167e-02,2.525690011680126190e-03,5.896421149373054504e-02,1.148856943473219872e-03,7.957856170833110809e-03,4.647095501422882080e-02,8.450659923255443573e-03,3.475166559219360352e-01,2.743892371654510498e-01,1.139629259705543518e-02,6.054104887880384922e-04,3.155920654535293579e-03,1.946592004969716072e-03,3.149318043142557144e-03,9.779379516839981079e-02,8.481538970954716206e-04,1.576424576342105865e-03,5.743629299104213715e-05,6.360816769301891327e-06
1.180768958874978125e-04,2.391176670789718628e-01,3.135157166980206966e-04,1.164160312328021973e-05,2.253919810755178332e-04,1.040063239634037018e-02,3.118971548974514008e-02,2.042322419583797455e-03,4.453711677342653275e-03,9.435610845685005188e-03,2.002909779548645020e-01,3.377974280738271773e-05,2.157993847504258156e-03,1.843643188476562500e-02,5.782627267763018608e-04,9.614390321075916290e-03,2.699082531034946442e-02,1.489558666944503784e-01,2.084147417917847633e-04,7.346790749579668045e-03,6.328122224658727646e-03,1.759407925419509411e-03,2.782735228538513184e-01,1.570101128891110420e-03,1.380561443511396646e-04,7.097777142917038873e-06,1.613988274584698956e-06
3.588720574043691158e-04,1.591301709413528442e-02,3.095740918070077896e-03,9.478271385887637734e-05,2.866988506866618991e-05,2.283686073496937752e-03,4.115194082260131836e-02,3.694903338328003883e-03,4.701009020209312439e-03,2.132524922490119934e-02,1.171770095825195312e-01,2.033084630966186523e-03,7.464265450835227966e-03,4.708403348922729492e-02,1.603874005377292633e-02,9.690394997596740723e-02,5.345024466514587402e-01,1.936097070574760437e-02,8.744446677155792713e-04,1.152160391211509705e-02,1.162731088697910309e-03,2.607122762128710747e-03,4.596133530139923096e-02,3.361061913892626762e-03,1.095447805710136890e-03,2.023359120357781649e-04,1.466823846385523211e-06
2.361853606998920441e-03,1.388188824057579041e-02,6.137614604085683823e-03,7.759256550343707204e-05,1.363297924399375916e-04,7.264008745551109314e-03,6.487707793712615967e-02,3.961560782045125961e-03,3.750405088067054749e-02,5.944155622273683548e-03,3.225360214710235596e-01,3.731612348929047585e-03,6.960480473935604095e-03,2.622823789715766907e-02,9.597288444638252258e-03,1.429437547922134399e-01,1.622055321931838989e-01,2.234898135066032410e-02,7.857652381062507629e-04,4.812675062566995621e-03,1.406618626788258553e-03,6.528931669890880585e-03,1.410080492496490479e-01,2.408755244687199593e-03,3.621418960392475128e-03,6.869034841656684875e-04,4.284332680981606245e-05
9.254594915546476841e-04,6.177465897053480148e-03,2.031458716373890638e-04,1.273402631341014057e-05,1.380488392896950245e-03,1.697909901849925518e-03,1.117826998233795166e-01,1.351110171526670456e-02,2.870646864175796509e-02,9.810643643140792847e-02,4.129289090633392334e-01,1.109191682189702988e-03,7.339536212384700775e-03,1.965699903666973114e-02,6.462708115577697754e-03,2.076440723612904549e-03,2.533376915380358696e-03,2.129283174872398376e-02,6.182835204526782036e-04,1.065384247340261936e-03,3.731111763045191765e-03,2.408484928309917450e-03,2.420263588428497314e-01,2.885486232116818428e-03,1.086218655109405518e-02,4.024049558211117983e-04,9.632542787585407495e-05
